organismo,nombre,cargo,grado,estamento,sueldo_bruto,fuente,archivo_origen,fecha_procesamiento
Ministerio del Medio Ambiente,Carmen Hernández,Asesor,12,Profesional,2628628,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Carlos Torres,Analista,12,Profesional,3442306,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Isabel Martínez,Profesional,13,Profesional,2741447,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,María García,Consultor,13,Profesional,2678118,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Pedro Martínez,Profesional,13,Profesional,2680033,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Carlos Torres,Profesional,13,Profesional,2569900,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Juan García,Asesor,13,Profesional,2285438,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Miguel Ramírez,Analista,13,Profesional,2871115,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Isabel Torres,Especialista,13,Profesional,2805721,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Luis Pérez,Profesional,13,Profesional,2686412,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Isabel Ramírez,Especialista,13,Profesional,2129928,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Luis Torres,Consultor,13,Profesional,2455477,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Juan Pérez,Especialista,13,Profesional,2619252,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Luis García,Consultor,13,Profesional,2609199,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Isabel Rodríguez,Analista,13,Profesional,2173627,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Carmen Torres,Consultor,13,Profesional,2983670,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Carlos Rodríguez,Asesor,13,Profesional,2437037,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Elena Torres,Asesor,13,Profesional,2646768,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,María García,Analista,13,Profesional,2548868,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Luis Rodríguez,Especialista,13,Profesional,2829262,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Pedro Rodríguez,Consultor,13,Profesional,2224627,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,María Hernández,Especialista,13,Profesional,2607668,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Carmen García,Consultor,13,Profesional,2711705,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Carlos Rodríguez,Consultor,13,Profesional,2491184,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Elena Pérez,Asesor,14,Profesional,1945768,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Miguel Hernández,Asesor,14,Profesional,2305215,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Luis Pérez,Especialista,14,Profesional,2304008,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,María Ramírez,Profesional,14,Profesional,1961355,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional del Consumidor,Elena Martínez,Profesional,14,Profesional,2604559,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Luis López,Especialista,14,Profesional,1935359,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Isabel Pérez,Especialista,14,Profesional,2431246,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,Carlos Sánchez,Asesor,14,Profesional,2390404,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Juan Rodríguez,Especialista,14,Profesional,2142866,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Miguel Hernández,Consultor,14,Profesional,1932229,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Miguel García,Analista,14,Profesional,2157027,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Miguel Sánchez,Profesional,14,Profesional,2261512,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Carmen Martínez,Analista,14,Profesional,2272072,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,María Pérez,Asesor,14,Profesional,2226181,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional del Consumidor,Ana Sánchez,Analista,14,Profesional,2009024,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Juan Rodríguez,Asesor,14,Profesional,2273261,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Luis Rodríguez,Analista,14,Profesional,2336344,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Carmen López,Asesor,14,Profesional,2223005,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Ana Ramírez,Especialista,14,Profesional,1880626,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Ana García,Consultor,14,Profesional,2131849,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,María Ramírez,Profesional,14,Profesional,2231278,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Ana Hernández,Analista,14,Profesional,2530622,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional del Consumidor,Elena Rodríguez,Asesor,14,Profesional,2060845,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Juan Hernández,Profesional,14,Profesional,2416892,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Pedro Ramírez,Especialista,14,Profesional,2204466,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Carlos Martínez,Especialista,14,Profesional,2171694,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Carlos López,Consultor,14,Profesional,2426332,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,María López,Asesor,14,Profesional,1870419,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Carmen Ramírez,Profesional,14,Profesional,2621502,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Carmen López,Analista,14,Profesional,2388601,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Isabel Martínez,Especialista,14,Profesional,2630314,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Ana Sánchez,Profesional,15,Profesional,1951713,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Juan García,Profesional,15,Profesional,1901085,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,Ana Sánchez,Analista,15,Profesional,2117141,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Elena Rodríguez,Profesional,15,Profesional,2245048,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Luis Ramírez,Especialista,15,Profesional,2197496,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,María Rodríguez,Especialista,15,Profesional,2072615,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Luis López,Profesional,15,Profesional,2169586,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,María Torres,Analista,15,Profesional,2025888,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Carlos Martínez,Asesor,15,Profesional,2177543,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Elena Martínez,Consultor,15,Profesional,1952443,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Magallanes,Carlos Martínez,Profesional,15,Profesional,1948688,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Miguel Martínez,Consultor,15,Profesional,1928464,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Isabel Sánchez,Asesor,15,Profesional,1908814,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Miguel Rodríguez,Analista,15,Profesional,1875799,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Luis Sánchez,Especialista,15,Profesional,2132878,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Miguel Rodríguez,Consultor,15,Profesional,1785742,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Juan Sánchez,Asesor,15,Profesional,2154218,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Juan Rodríguez,Especialista,15,Profesional,2069396,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Carmen González,Especialista,15,Profesional,1916601,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Juan Ramírez,Profesional,15,Profesional,2333861,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Pedro Torres,Consultor,15,Profesional,1894401,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Isabel Sánchez,Profesional,15,Profesional,2227441,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Luis González,Especialista,15,Profesional,2006300,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Luis Torres,Consultor,15,Profesional,2352229,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Isabel Sánchez,Consultor,15,Profesional,2001420,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,Ana López,Especialista,15,Profesional,2281862,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Carmen García,Profesional,15,Profesional,2339729,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Ana Hernández,Asesor,15,Profesional,2016320,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Juan González,Asesor,15,Profesional,1836132,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Aduanas,Elena Hernández,Profesional,15,Profesional,1764418,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Elena Pérez,Profesional,15,Profesional,1939924,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,Luis García,Consultor,15,Profesional,1823767,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Ana Torres,Especialista,15,Profesional,1760921,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Juan Pérez,Profesional,15,Profesional,1843619,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Luis Hernández,Asesor,15,Profesional,2202604,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Elena López,Profesional,15,Profesional,2182999,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Carmen Sánchez,Especialista,15,Profesional,2367787,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Agrícola y Ganadero,Isabel Ramírez,Analista,15,Profesional,1851899,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Juan Pérez,Analista,15,Profesional,2321415,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Isabel Ramírez,Analista,15,Profesional,1856256,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Miguel González,Asesor,15,Profesional,2239342,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Juan Rodríguez,Analista,15,Profesional,2084637,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Isabel González,Consultor,15,Profesional,2227136,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,María López,Asesor,15,Profesional,2186756,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Luis Pérez,Consultor,15,Profesional,1900117,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Pedro García,Especialista,16,Profesional,1608578,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Luis Hernández,Asesor,16,Profesional,1423495,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Ana López,Asesor,16,Profesional,1738590,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Carlos Rodríguez,Consultor,16,Profesional,1924870,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Miguel Rodríguez,Especialista,16,Profesional,1732195,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Ana Ramírez,Profesional,16,Profesional,2023593,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Carmen Ramírez,Consultor,16,Profesional,1711378,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,Elena López,Analista,16,Profesional,1597343,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Pedro Pérez,Analista,16,Profesional,1509732,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Isabel García,Asesor,16,Profesional,1726450,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Carmen Hernández,Asesor,16,Profesional,1894699,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Miguel García,Profesional,16,Profesional,2012592,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Miguel Martínez,Asesor,16,Profesional,1460384,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Isabel Hernández,Consultor,16,Profesional,1975946,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Isabel Ramírez,Analista,16,Profesional,2078951,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Juan Hernández,Consultor,16,Profesional,1535013,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Elena Pérez,Asesor,16,Profesional,1696767,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Pedro Pérez,Analista,16,Profesional,1622802,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Pedro López,Asesor,16,Profesional,1488902,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Isabel Pérez,Especialista,16,Profesional,1818646,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Carlos Hernández,Consultor,16,Profesional,1574202,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Miguel González,Consultor,16,Profesional,1997420,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Pedro Martínez,Profesional,16,Profesional,1472173,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,María Martínez,Inspector,9,Fiscalizador,3870986,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Pedro Ramírez,Fiscalizador,9,Fiscalizador,4474705,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Pedro Pérez,Supervisor de Campo,9,Fiscalizador,3734654,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Juan Pérez,Supervisor de Campo,9,Fiscalizador,4667984,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Carmen Rodríguez,Supervisor de Campo,9,Fiscalizador,3839739,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Carmen González,Fiscalizador,9,Fiscalizador,3676690,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Ana Torres,Fiscalizador,9,Fiscalizador,3621272,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Miguel Martínez,Supervisor de Campo,9,Fiscalizador,3611109,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Luis Rodríguez,Inspector,10,Fiscalizador,3444502,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Miguel López,Supervisor de Campo,10,Fiscalizador,4297630,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Carmen Ramírez,Fiscalizador,10,Fiscalizador,3435619,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Miguel López,Fiscalizador,10,Fiscalizador,3917615,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Juan Ramírez,Fiscalizador,10,Fiscalizador,4263905,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Elena Torres,Supervisor de Campo,10,Fiscalizador,4223099,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Carlos Martínez,Fiscalizador,10,Fiscalizador,4157366,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,María García,Fiscalizador,10,Fiscalizador,4187889,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Miguel González,Inspector,10,Fiscalizador,3882171,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Aduanas,Carlos Sánchez,Fiscalizador,10,Fiscalizador,3352536,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Ana Sánchez,Inspector,10,Fiscalizador,4312457,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Isabel Martínez,Supervisor de Campo,10,Fiscalizador,3755468,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Carlos Martínez,Supervisor de Campo,11,Fiscalizador,3817009,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Isabel Rodríguez,Fiscalizador,11,Fiscalizador,3331644,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional del Consumidor,Carmen Hernández,Supervisor de Campo,11,Fiscalizador,3889810,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,María Martínez,Supervisor de Campo,11,Fiscalizador,3150438,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Ñuble,Elena Sánchez,Inspector,11,Fiscalizador,3171048,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Bienes Nacionales,Ana Sánchez,Fiscalizador,11,Fiscalizador,4066962,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Isabel Sánchez,Inspector,11,Fiscalizador,3295270,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Isabel Hernández,Fiscalizador,11,Fiscalizador,3100765,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Ana Pérez,Supervisor de Campo,11,Fiscalizador,3125681,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Ana Torres,Fiscalizador,11,Fiscalizador,3697540,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional del Consumidor,Luis López,Fiscalizador,11,Fiscalizador,3205447,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,Carlos López,Fiscalizador,11,Fiscalizador,3628440,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Aduanas,Juan González,Fiscalizador,11,Fiscalizador,3540376,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Elena Pérez,Inspector,11,Fiscalizador,3417524,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Pedro Hernández,Supervisor de Campo,11,Fiscalizador,2725252,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Luis Rodríguez,Inspector,12,Fiscalizador,2718985,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Luis Hernández,Inspector,12,Fiscalizador,3366562,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,María Torres,Inspector,12,Fiscalizador,3096720,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional del Consumidor,Isabel Pérez,Supervisor de Campo,12,Fiscalizador,2832992,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Juan Sánchez,Fiscalizador,12,Fiscalizador,2877659,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Luis Torres,Inspector,12,Fiscalizador,3379790,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Isabel Sánchez,Supervisor de Campo,12,Fiscalizador,3075539,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Isabel Rodríguez,Inspector,12,Fiscalizador,3079773,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Ana Ramírez,Supervisor de Campo,12,Fiscalizador,3486288,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Carmen Sánchez,Inspector,12,Fiscalizador,2869165,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Elena Torres,Fiscalizador,12,Fiscalizador,2974597,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Isabel Torres,Supervisor de Campo,12,Fiscalizador,2792664,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Juan Rodríguez,Inspector,12,Fiscalizador,3209475,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Elena Ramírez,Fiscalizador,12,Fiscalizador,3304958,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,María Sánchez,Supervisor de Campo,12,Fiscalizador,3291077,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Luis García,Supervisor de Campo,12,Fiscalizador,2938216,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Carmen Hernández,Inspector,12,Fiscalizador,2958342,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Miguel González,Supervisor de Campo,13,Fiscalizador,2598642,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,María Ramírez,Supervisor de Campo,13,Fiscalizador,2426220,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Miguel Sánchez,Fiscalizador,13,Fiscalizador,2753989,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Juan López,Fiscalizador,13,Fiscalizador,2468701,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,María Ramírez,Fiscalizador,13,Fiscalizador,2774365,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Juan García,Fiscalizador,13,Fiscalizador,2530050,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Elena González,Fiscalizador,13,Fiscalizador,2907341,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Miguel Torres,Fiscalizador,13,Fiscalizador,3039723,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,María López,Inspector,13,Fiscalizador,2610564,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Pedro Rodríguez,Fiscalizador,14,Fiscalizador,2505192,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Isabel Rodríguez,Fiscalizador,14,Fiscalizador,2288095,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,María Torres,Supervisor de Campo,14,Fiscalizador,2466266,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Aduanas,Miguel Hernández,Fiscalizador,14,Fiscalizador,2728502,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Carmen López,Fiscalizador,14,Fiscalizador,1982868,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Carmen García,Inspector,14,Fiscalizador,2440190,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Juan Pérez,Inspector,14,Fiscalizador,2839972,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,Juan Sánchez,Supervisor de Campo,14,Fiscalizador,2066634,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Pedro Ramírez,Inspector,14,Fiscalizador,2611539,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Miguel González,Fiscalizador,14,Fiscalizador,2405045,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Carlos Sánchez,Inspector,14,Fiscalizador,2020035,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,María Martínez,Supervisor de Campo,14,Fiscalizador,2720727,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Juan Pérez,Supervisor de Campo,14,Fiscalizador,2211622,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Isabel Sánchez,Inspector,15,Fiscalizador,2112434,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Pedro Martínez,Supervisor de Campo,15,Fiscalizador,2446671,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,Carlos Hernández,Inspector,15,Fiscalizador,2193192,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Ana García,Fiscalizador,15,Fiscalizador,2358963,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
